web-scraper-order,web-scraper-start-url,name,rating
1615498986-240,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2VudHJvJTIwRGUlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUpXMUdLNDBwRjA0VVJwMkRaNnhMRVIzMCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC41NDQ2NzU2JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40MzcxMDk3JTdE&q=Pizza,Los Dogos Originales,4.7
1615498982-202,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVDMyU4MWxhbW9zJTIwZGVsJTIwTGFnbyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjM4NDIxNTEzLWExODUtNzMwZi01YWM3LTJiZmFmMjQyOTU3MCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjI0NDk3NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuNDAyNjglN0Q%3D&q=Pizza,Gusto Misto,New
1615498979-119,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkp1cmlxdWlsbGElMjBTYW50YSUyMEZlJTIyJTJDJTIycmVmZXJlbmNlJTIyJTNBJTIyMGUxOWIwYjAtYzIzMi00YTljLWQ0YTctM2ZmZjI0ODkwNjk0JTIyJTJDJTIycmVmZXJlbmNlVHlwZSUyMiUzQSUyMnViZXJfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC42OTQ1Njc1JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40NDIxMzUlN0Q%3D&q=Pizza,Coffee Tree Cinépolis 🛒 (Antea Querétaro),New
1615498979-110,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkp1cmlxdWlsbGElMjBTYW50YSUyMEZlJTIyJTJDJTIycmVmZXJlbmNlJTIyJTNBJTIyMGUxOWIwYjAtYzIzMi00YTljLWQ0YTctM2ZmZjI0ODkwNjk0JTIyJTJDJTIycmVmZXJlbmNlVHlwZSUyMiUzQSUyMnViZXJfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC42OTQ1Njc1JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40NDIxMzUlN0Q%3D&q=Pizza,Panio (Antea Lifestyle Center),4.8
1615498975-31,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMk1pbGVuaW8lMjAzcmElMjBTZWNjaSVDMyVCM24lMjIlMkMlMjJyZWZlcmVuY2UlMjIlM0ElMjJDaElKODFiVkVsUmIwNFVSZFhXQnVwYnhhQjAlMjIlMkMlMjJyZWZlcmVuY2VUeXBlJTIyJTNBJTIyZ29vZ2xlX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNTk1MDk4NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzUwMDMlN0Q%3D&q=Pizza,La Bocha,4.8
1615498986-251,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2VudHJvJTIwRGUlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUpXMUdLNDBwRjA0VVJwMkRaNnhMRVIzMCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC41NDQ2NzU2JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40MzcxMDk3JTdE&q=Pizza,Don Pizza,New
1615498986-217,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2VudHJvJTIwRGUlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUpXMUdLNDBwRjA0VVJwMkRaNnhMRVIzMCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC41NDQ2NzU2JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40MzcxMDk3JTdE&q=Pizza,Boyos Pizza Candiles,4.7
1615498975-66,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMk1pbGVuaW8lMjAzcmElMjBTZWNjaSVDMyVCM24lMjIlMkMlMjJyZWZlcmVuY2UlMjIlM0ElMjJDaElKODFiVkVsUmIwNFVSZFhXQnVwYnhhQjAlMjIlMkMlMjJyZWZlcmVuY2VUeXBlJTIyJTNBJTIyZ29vZ2xlX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNTk1MDk4NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzUwMDMlN0Q%3D&q=Pizza,Los Dogos (Puerta La Victoria),New
1615498982-196,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVDMyU4MWxhbW9zJTIwZGVsJTIwTGFnbyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjM4NDIxNTEzLWExODUtNzMwZi01YWM3LTJiZmFmMjQyOTU3MCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjI0NDk3NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuNDAyNjglN0Q%3D&q=Pizza,Aldo´s Pizza Sucursal Menchaca,New
1615498975-78,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMk1pbGVuaW8lMjAzcmElMjBTZWNjaSVDMyVCM24lMjIlMkMlMjJyZWZlcmVuY2UlMjIlM0ElMjJDaElKODFiVkVsUmIwNFVSZFhXQnVwYnhhQjAlMjIlMkMlMjJyZWZlcmVuY2VUeXBlJTIyJTNBJTIyZ29vZ2xlX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNTk1MDk4NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzUwMDMlN0Q%3D&q=Pizza,Pepe Pastes Plaza Master,New
1615498986-223,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2VudHJvJTIwRGUlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUpXMUdLNDBwRjA0VVJwMkRaNnhMRVIzMCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC41NDQ2NzU2JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40MzcxMDk3JTdE&q=Pizza,Pizzeta (Chedraui Candiles),4.5
1615498979-132,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkp1cmlxdWlsbGElMjBTYW50YSUyMEZlJTIyJTJDJTIycmVmZXJlbmNlJTIyJTNBJTIyMGUxOWIwYjAtYzIzMi00YTljLWQ0YTctM2ZmZjI0ODkwNjk0JTIyJTJDJTIycmVmZXJlbmNlVHlwZSUyMiUzQSUyMnViZXJfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC42OTQ1Njc1JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40NDIxMzUlN0Q%3D&q=Pizza,Cassava Roots (Antea),New
1615498982-210,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVDMyU4MWxhbW9zJTIwZGVsJTIwTGFnbyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjM4NDIxNTEzLWExODUtNzMwZi01YWM3LTJiZmFmMjQyOTU3MCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjI0NDk3NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuNDAyNjglN0Q%3D&q=Pizza,Juguetron® 🛒🧸 (Constituyentes),New
1615498979-102,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkp1cmlxdWlsbGElMjBTYW50YSUyMEZlJTIyJTJDJTIycmVmZXJlbmNlJTIyJTNBJTIyMGUxOWIwYjAtYzIzMi00YTljLWQ0YTctM2ZmZjI0ODkwNjk0JTIyJTJDJTIycmVmZXJlbmNlVHlwZSUyMiUzQSUyMnViZXJfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC42OTQ1Njc1JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40NDIxMzUlN0Q%3D&q=Pizza,Italianni's (Antea Querétaro),4.5
1615498982-161,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVDMyU4MWxhbW9zJTIwZGVsJTIwTGFnbyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjM4NDIxNTEzLWExODUtNzMwZi01YWM3LTJiZmFmMjQyOTU3MCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjI0NDk3NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuNDAyNjglN0Q%3D&q=Pizza,Sinatra 351,New
1615498982-193,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVDMyU4MWxhbW9zJTIwZGVsJTIwTGFnbyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjM4NDIxNTEzLWExODUtNzMwZi01YWM3LTJiZmFmMjQyOTU3MCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjI0NDk3NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuNDAyNjglN0Q%3D&q=Pizza,Bocatto Veloce,4.6
1615498986-231,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2VudHJvJTIwRGUlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUpXMUdLNDBwRjA0VVJwMkRaNnhMRVIzMCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC41NDQ2NzU2JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40MzcxMDk3JTdE&q=Pizza,La Martinica,4.8
1615498971-14,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwUmVmdWdpbyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUpnVzJ1OW5kYzA0VVJoc09pVjFaTlctSSUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC42NTM2MDg0JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC4zNDY5ODI2JTdE&ps=1&q=Pizza,Nuut Grill,New
1615498975-70,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMk1pbGVuaW8lMjAzcmElMjBTZWNjaSVDMyVCM24lMjIlMkMlMjJyZWZlcmVuY2UlMjIlM0ElMjJDaElKODFiVkVsUmIwNFVSZFhXQnVwYnhhQjAlMjIlMkMlMjJyZWZlcmVuY2VUeXBlJTIyJTNBJTIyZ29vZ2xlX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNTk1MDk4NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzUwMDMlN0Q%3D&q=Pizza,D'Italian Pizza,New
1615498982-178,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVDMyU4MWxhbW9zJTIwZGVsJTIwTGFnbyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjM4NDIxNTEzLWExODUtNzMwZi01YWM3LTJiZmFmMjQyOTU3MCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjI0NDk3NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuNDAyNjglN0Q%3D&q=Pizza,Frumbo,4.8
1615498979-130,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkp1cmlxdWlsbGElMjBTYW50YSUyMEZlJTIyJTJDJTIycmVmZXJlbmNlJTIyJTNBJTIyMGUxOWIwYjAtYzIzMi00YTljLWQ0YTctM2ZmZjI0ODkwNjk0JTIyJTJDJTIycmVmZXJlbmNlVHlwZSUyMiUzQSUyMnViZXJfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC42OTQ1Njc1JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40NDIxMzUlN0Q%3D&q=Pizza,Lambretta,New
1615498979-88,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkp1cmlxdWlsbGElMjBTYW50YSUyMEZlJTIyJTJDJTIycmVmZXJlbmNlJTIyJTNBJTIyMGUxOWIwYjAtYzIzMi00YTljLWQ0YTctM2ZmZjI0ODkwNjk0JTIyJTJDJTIycmVmZXJlbmNlVHlwZSUyMiUzQSUyMnViZXJfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC42OTQ1Njc1JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40NDIxMzUlN0Q%3D&q=Pizza,Domino's Juriquilla,4.3
1615498975-59,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMk1pbGVuaW8lMjAzcmElMjBTZWNjaSVDMyVCM24lMjIlMkMlMjJyZWZlcmVuY2UlMjIlM0ElMjJDaElKODFiVkVsUmIwNFVSZFhXQnVwYnhhQjAlMjIlMkMlMjJyZWZlcmVuY2VUeXBlJTIyJTNBJTIyZ29vZ2xlX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNTk1MDk4NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzUwMDMlN0Q%3D&q=Pizza,Nuriko Sushi Express Universidad,4.5
1615498975-42,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMk1pbGVuaW8lMjAzcmElMjBTZWNjaSVDMyVCM24lMjIlMkMlMjJyZWZlcmVuY2UlMjIlM0ElMjJDaElKODFiVkVsUmIwNFVSZFhXQnVwYnhhQjAlMjIlMkMlMjJyZWZlcmVuY2VUeXBlJTIyJTNBJTIyZ29vZ2xlX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNTk1MDk4NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzUwMDMlN0Q%3D&q=Pizza,College Bar,4.8
1615498982-185,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVDMyU4MWxhbW9zJTIwZGVsJTIwTGFnbyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjM4NDIxNTEzLWExODUtNzMwZi01YWM3LTJiZmFmMjQyOTU3MCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjI0NDk3NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuNDAyNjglN0Q%3D&q=Pizza,Café Qronos,New
1615498982-187,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVDMyU4MWxhbW9zJTIwZGVsJTIwTGFnbyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjM4NDIxNTEzLWExODUtNzMwZi01YWM3LTJiZmFmMjQyOTU3MCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjI0NDk3NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuNDAyNjglN0Q%3D&q=Pizza,Capricho sin culpa Andador 58,4.4
1615498982-170,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVDMyU4MWxhbW9zJTIwZGVsJTIwTGFnbyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjM4NDIxNTEzLWExODUtNzMwZi01YWM3LTJiZmFmMjQyOTU3MCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjI0NDk3NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuNDAyNjglN0Q%3D&q=Pizza,Pepepastes (Centro),4.3
1615498982-166,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVDMyU4MWxhbW9zJTIwZGVsJTIwTGFnbyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjM4NDIxNTEzLWExODUtNzMwZi01YWM3LTJiZmFmMjQyOTU3MCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjI0NDk3NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuNDAyNjglN0Q%3D&q=Pizza,Cheeseup pizza,New
1615498986-265,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2VudHJvJTIwRGUlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUpXMUdLNDBwRjA0VVJwMkRaNnhMRVIzMCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC41NDQ2NzU2JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40MzcxMDk3JTdE&q=Pizza,La Campana Café Bistro,New
1615498971-5,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwUmVmdWdpbyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUpnVzJ1OW5kYzA0VVJoc09pVjFaTlctSSUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC42NTM2MDg0JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC4zNDY5ODI2JTdE&ps=1&q=Pizza,Pizza Puq,4.7
1615498979-111,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkp1cmlxdWlsbGElMjBTYW50YSUyMEZlJTIyJTJDJTIycmVmZXJlbmNlJTIyJTNBJTIyMGUxOWIwYjAtYzIzMi00YTljLWQ0YTctM2ZmZjI0ODkwNjk0JTIyJTJDJTIycmVmZXJlbmNlVHlwZSUyMiUzQSUyMnViZXJfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC42OTQ1Njc1JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40NDIxMzUlN0Q%3D&q=Pizza,Taka Sushi Queretaro,4.7
1615498982-142,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVDMyU4MWxhbW9zJTIwZGVsJTIwTGFnbyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjM4NDIxNTEzLWExODUtNzMwZi01YWM3LTJiZmFmMjQyOTU3MCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjI0NDk3NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuNDAyNjglN0Q%3D&q=Pizza,Zapata Pizzas Soriana Quintano,4.8
1615498979-108,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkp1cmlxdWlsbGElMjBTYW50YSUyMEZlJTIyJTJDJTIycmVmZXJlbmNlJTIyJTNBJTIyMGUxOWIwYjAtYzIzMi00YTljLWQ0YTctM2ZmZjI0ODkwNjk0JTIyJTJDJTIycmVmZXJlbmNlVHlwZSUyMiUzQSUyMnViZXJfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC42OTQ1Njc1JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40NDIxMzUlN0Q%3D&q=Pizza,Restaurante SAVE - Querétaro,4.8
1615498986-268,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2VudHJvJTIwRGUlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUpXMUdLNDBwRjA0VVJwMkRaNnhMRVIzMCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC41NDQ2NzU2JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40MzcxMDk3JTdE&q=Pizza,Terracota Bar,New
1615498979-113,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkp1cmlxdWlsbGElMjBTYW50YSUyMEZlJTIyJTJDJTIycmVmZXJlbmNlJTIyJTNBJTIyMGUxOWIwYjAtYzIzMi00YTljLWQ0YTctM2ZmZjI0ODkwNjk0JTIyJTJDJTIycmVmZXJlbmNlVHlwZSUyMiUzQSUyMnViZXJfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC42OTQ1Njc1JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40NDIxMzUlN0Q%3D&q=Pizza,Sushi Roll (Antea),4.6
1615498986-263,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2VudHJvJTIwRGUlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUpXMUdLNDBwRjA0VVJwMkRaNnhMRVIzMCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC41NDQ2NzU2JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40MzcxMDk3JTdE&q=Pizza,Temps Queretaro,New
1615498975-34,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMk1pbGVuaW8lMjAzcmElMjBTZWNjaSVDMyVCM24lMjIlMkMlMjJyZWZlcmVuY2UlMjIlM0ElMjJDaElKODFiVkVsUmIwNFVSZFhXQnVwYnhhQjAlMjIlMkMlMjJyZWZlcmVuY2VUeXBlJTIyJTNBJTIyZ29vZ2xlX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNTk1MDk4NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzUwMDMlN0Q%3D&q=Pizza,Dio Pizza,4
1615498982-188,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVDMyU4MWxhbW9zJTIwZGVsJTIwTGFnbyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMjM4NDIxNTEzLWExODUtNzMwZi01YWM3LTJiZmFmMjQyOTU3MCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJ1YmVyX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNjI0NDk3NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuNDAyNjglN0Q%3D&q=Pizza,Steam 89,New
1615498979-134,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkp1cmlxdWlsbGElMjBTYW50YSUyMEZlJTIyJTJDJTIycmVmZXJlbmNlJTIyJTNBJTIyMGUxOWIwYjAtYzIzMi00YTljLWQ0YTctM2ZmZjI0ODkwNjk0JTIyJTJDJTIycmVmZXJlbmNlVHlwZSUyMiUzQSUyMnViZXJfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC42OTQ1Njc1JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40NDIxMzUlN0Q%3D&q=Pizza,Petit mounchies,New
1615498975-51,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMk1pbGVuaW8lMjAzcmElMjBTZWNjaSVDMyVCM24lMjIlMkMlMjJyZWZlcmVuY2UlMjIlM0ElMjJDaElKODFiVkVsUmIwNFVSZFhXQnVwYnhhQjAlMjIlMkMlMjJyZWZlcmVuY2VUeXBlJTIyJTNBJTIyZ29vZ2xlX3BsYWNlcyUyMiUyQyUyMmxhdGl0dWRlJTIyJTNBMjAuNTk1MDk4NyUyQyUyMmxvbmdpdHVkZSUyMiUzQS0xMDAuMzUwMDMlN0Q%3D&q=Pizza,Gabo´s Pizza & Grill (Popocatépetl),New
1615498986-235,https://www.ubereats.com/search?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkVsJTIwQ2VudHJvJTIwRGUlMjBRdWVyJUMzJUE5dGFybyUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUpXMUdLNDBwRjA0VVJwMkRaNnhMRVIzMCUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyMC41NDQ2NzU2JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTEwMC40MzcxMDk3JTdE&q=Pizza,Monkey Asado,3.6
