web-scraper-order,web-scraper-start-url,name,rating,name-link,name-link-href,price-food,name-food
"1616634713-8520","https://www.rappi.com.mx/restaurantes/category/pizza","Trattoria La Nonna","null","Trattoria La Nonna  Pizza ,  Italiana  38 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1306701882","140","Pasta Aglio, Olio E Peperoncino"
"1616634742-8661","https://www.rappi.com.mx/restaurantes/category/pizza","Benedetti's","null","Benedetti's  Pizza  30 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923214283","145","Pizza Veracruzana Especial"
"1616634637-8314","https://www.rappi.com.mx/restaurantes/category/pizza","lynchburg","null","lynchburg  Pizza  37 min ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923274883","139","Pulled Pork Sándwich"
"1616634732-8643","https://www.rappi.com.mx/restaurantes/category/pizza","Abuelitas Pizza","null","Abuelitas Pizza  Pizza  31 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923220653","248","Pizza Vegetariana"
"1616634599-8178","https://www.rappi.com.mx/restaurantes/category/pizza","Diktatur","null","Diktatur  Pizza ,  Wings  48 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923244939","50","Gyro Pultraco"
"1616634513-7888","https://www.rappi.com.mx/restaurantes/category/pizza","Lynchburg","null","Lynchburg  Pizza  37 min ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923220993","89","Papas"
"1616634771-8795","https://www.rappi.com.mx/restaurantes/category/pizza","iL Forno Pizza.","4.7","iL Forno Pizza.  4.7  Pizza  29 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923221634","94","Ensalada Mediterranea"
"1616634828-9030","https://www.rappi.com.mx/restaurantes/category/pizza","Il Diavolo","4.8","Il Diavolo  4.8  Pizza ,  Italiana  41 min ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/990007783","297","Pizza Gamberi e Pancetta"
"1616634838-9062","https://www.rappi.com.mx/restaurantes/category/pizza","Little Caesars","4.8","Little Caesars  4.8  Pizza  50 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1306716078","169","Pizza Three Meat Treat"
"1616634484-7815","https://www.rappi.com.mx/restaurantes/category/pizza","Piix Café","null","Piix Café  Pizza ,  Desayunos  42 min ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923234194","55","Frappé Capuccino"
"1616634599-8152","https://www.rappi.com.mx/restaurantes/category/pizza","Diktatur","null","Diktatur  Pizza ,  Wings  48 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923244939","50","Pizza Metamorfosis"
"1616634723-8591","https://www.rappi.com.mx/restaurantes/category/pizza","The Factory","null","The Factory  Pizza  31 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923201244","60","Malteada Sencilla"
"1616634713-8517","https://www.rappi.com.mx/restaurantes/category/pizza","Trattoria La Nonna","null","Trattoria La Nonna  Pizza ,  Italiana  38 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1306701882","148","Pasta Margherita"
"1616634771-8803","https://www.rappi.com.mx/restaurantes/category/pizza","iL Forno Pizza.","4.7","iL Forno Pizza.  4.7  Pizza  29 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923221634","191","Pizza Pepperoni"
"1616634523-7960","https://www.rappi.com.mx/restaurantes/category/pizza","Pizza Pazza Cimatario","null","Pizza Pazza Cimatario  Pizza  43 min ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923327080","149","Esotica"
"1616634647-8350","https://www.rappi.com.mx/restaurantes/category/pizza","Perdon My French","null","Perdon My French  Pizza  29 min ● $29  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923253819","119","Pizza Vosgienne"
"1616634761-8754","https://www.rappi.com.mx/restaurantes/category/pizza","La Gabella","null","La Gabella  Pizza  38 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1306715407","195","La Gabella"
"1616634580-8057","https://www.rappi.com.mx/restaurantes/category/pizza","Lucco Pizza","null","Lucco Pizza  Pizza  39 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923245821","28","Empanada de Hongos"
"1616634599-8205","https://www.rappi.com.mx/restaurantes/category/pizza","Diktatur","null","Diktatur  Pizza ,  Wings  48 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923244939","50","Agua de Cebada 450 ml"
"1616634484-7793","https://www.rappi.com.mx/restaurantes/category/pizza","Piix Café","null","Piix Café  Pizza ,  Desayunos  42 min ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923234194","28","Pan Gourmet"
"1616634637-8338","https://www.rappi.com.mx/restaurantes/category/pizza","lynchburg","null","lynchburg  Pizza  37 min ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923274883","89","Massini"
"1616634628-8297","https://www.rappi.com.mx/restaurantes/category/pizza","Cardosanto Pizza","null","Cardosanto Pizza  Pizza  45 min ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923327523","205","Pizza Shiitake"
"1616634713-8545","https://www.rappi.com.mx/restaurantes/category/pizza","Trattoria La Nonna","null","Trattoria La Nonna  Pizza ,  Italiana  38 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1306701882","216","Medaglione Di Tonno Ai Frutti Di Mare"
"1616634819-8972","https://www.rappi.com.mx/restaurantes/category/pizza","Domino's Pizza","2.7","Domino's Pizza  2.7  Pizza  30 min ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923226375","209","Pizza Mediana 5-9 Ingredientes"
"1616634484-7806","https://www.rappi.com.mx/restaurantes/category/pizza","Piix Café","null","Piix Café  Pizza ,  Desayunos  42 min ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923234194","60","Chocolate Blanco"
"1616634713-8538","https://www.rappi.com.mx/restaurantes/category/pizza","Trattoria La Nonna","null","Trattoria La Nonna  Pizza ,  Italiana  38 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1306701882","165","Arrachera Ai Funghi"
"1616634570-8035","https://www.rappi.com.mx/restaurantes/category/pizza","Napoli Pizza Plaza Callao","null","Napoli Pizza Plaza Callao  Pizza  33 min ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923259633","25","Pepsi 600 ml"
"1616634751-8711","https://www.rappi.com.mx/restaurantes/category/pizza","Trattoria la Nonna Mirador","4.7","Trattoria la Nonna Mirador  4.7  Pizza ,  Italiana  30 min ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923251707","140","Pasta Aglio, Olio E Peperoncino"
"1616634713-8554","https://www.rappi.com.mx/restaurantes/category/pizza","Trattoria La Nonna","null","Trattoria La Nonna  Pizza ,  Italiana  38 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1306701882","34","San Pellegrino Limonata 330 ml"
"1616634723-8586","https://www.rappi.com.mx/restaurantes/category/pizza","The Factory","null","The Factory  Pizza  31 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923201244","75","Pasta Cheddar"
"1616634675-8426","https://www.rappi.com.mx/restaurantes/category/pizza","Ipanema","null","Ipanema  Pizza  34 min ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/990004696","183","Siciliana"
"1616634599-8223","https://www.rappi.com.mx/restaurantes/category/pizza","Diktatur","null","Diktatur  Pizza ,  Wings  48 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923244939","50","Café Americano 250 ml"
"1616634513-7881","https://www.rappi.com.mx/restaurantes/category/pizza","Lynchburg","null","Lynchburg  Pizza  37 min ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923220993","129","Brocheta de Arrachera"
"1616634751-8748","https://www.rappi.com.mx/restaurantes/category/pizza","Trattoria la Nonna Mirador","4.7","Trattoria la Nonna Mirador  4.7  Pizza ,  Italiana  30 min ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923251707","29","Sidral Mundet 355 ml"
"1616634599-8213","https://www.rappi.com.mx/restaurantes/category/pizza","Diktatur","null","Diktatur  Pizza ,  Wings  48 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923244939","50","Refresco de Naranja 355 ml"
"1616634599-8175","https://www.rappi.com.mx/restaurantes/category/pizza","Diktatur","null","Diktatur  Pizza ,  Wings  48 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923244939","50","Calzone Hesse"
"1616634819-8982","https://www.rappi.com.mx/restaurantes/category/pizza","Domino's Pizza","2.7","Domino's Pizza  2.7  Pizza  30 min ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923226375","249","Especialidades Grande 5-9 Ingredientes"
