web-scraper-order,web-scraper-start-url,name,rating,name-link,name-link-href,price-food,name-food
"1616632476-7154","https://www.rappi.com.mx/restaurantes/category/pizza","Pizza Pop","null","Pizza Pop  Pizza  43 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/990007325","13","Gelatina Bisabor"
"1616632414-6936","https://www.rappi.com.mx/restaurantes/category/pizza","Estacion 19","null","Temporalmente no disponible  Estacion 19  Pizza  30 min ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923261247","144","Duvel 330 ml"
"1616632476-7151","https://www.rappi.com.mx/restaurantes/category/pizza","Pizza Pop","null","Pizza Pop  Pizza  43 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/990007325","62","Escurridiza"
"1616632578-7548","https://www.rappi.com.mx/restaurantes/category/pizza","Pizza Rotonda","null","Pizza Rotonda  Pizza  36 min  Cargo adicional por servicio ¡91% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923240777","50","Sidral Mundet 2 L"
"1616632507-7194","https://www.rappi.com.mx/restaurantes/category/pizza","Nápoles Artesanal Pizzería","null","Nápoles Artesanal Pizzería  Pizza  31 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923249129","146","Pizza Clasica"
"1616632578-7521","https://www.rappi.com.mx/restaurantes/category/pizza","Pizza Rotonda","null","Pizza Rotonda  Pizza  36 min  Cargo adicional por servicio ¡91% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923240777","139","Pizza Bianca"
"1616632568-7484","https://www.rappi.com.mx/restaurantes/category/pizza","Benedetti's","4.5","Benedetti's  4.5  Pizza  30 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1306705505","145","Pizza Cinco Quesos"
"1616632589-7565","https://www.rappi.com.mx/restaurantes/category/pizza","Piu Pizza","4.8","Piu Pizza  4.8  Pizza  35 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1923219405","125","Pizza Vegetariana"
"1616632599-7606","https://www.rappi.com.mx/restaurantes/category/pizza","Trapani Pizza","4.8","Trapani Pizza  4.8  Pizza  46 min ● $31  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1306704701","25","Manzanita Sol 355 ml"
"1616632548-7425","https://www.rappi.com.mx/restaurantes/category/pizza","TOSCANO PIZZA & ESPRESSOS","null","TOSCANO PIZZA & ESPRESSOS  Pizza  44 min  Cargo adicional por servicio ¡90% OFF EN TODO! MÍN. $100 RappiCard","https://www.rappi.com.mx/restaurantes/1306717688","150","Mar rojo"
